上市公司代码,上市公司简称,门类代码,门类简称,次类代码,次类简称,大类代码,大类简称
000935,四川双马,C,制造业,CF,金属、非金属,30,非金属矿物制品业
000936,华西股份,C,制造业,CE,石油、化学、生物医药,28,化学纤维制造业
000937,冀中能源,B,采矿业,,,06,煤炭开采和洗选业
000938,紫光股份,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
000948,南天信息,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
000949,新乡化纤,C,制造业,CE,石油、化学、生物医药,28,化学纤维制造业
000950,重药控股,F,批发和零售业,,,51,批发业
000951,中国重汽,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
000952,广济药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
000953,河化股份,C,制造业,CE,石油、化学、生物医药,27,医药制造业
000955,欣龙控股,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
000957,中通客车,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
000958,电投产融,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
000959,首钢股份,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
000960,锡业股份,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
000962,东方钽业,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
000963,华东医药,F,批发和零售业,,,52,零售业
000965,天保基建,K,房地产业,,,70,房地产业
000966,长源电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
000967,盈峰环境,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
000968,蓝焰控股,B,采矿业,,,07,石油和天然气开采业
000969,安泰科技,C,制造业,CF,金属、非金属,33,金属制品业
000970,中科三环,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
000972,*ST中基,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
000973,佛塑科技,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
000975,山金国际,B,采矿业,,,09,有色金属矿采选业
000977,浪潮信息,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
000978,桂林旅游,N,水利、环境和公共设施管理业,,,78,公共设施管理业
000980,众泰汽车,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
000981,山子高科,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
000983,山西焦煤,B,采矿业,,,06,煤炭开采和洗选业
000985,大庆华科,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
000987,越秀资本,J,金融业,,,69,其他金融业
000988,华工科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
000989,九芝堂,C,制造业,CE,石油、化学、生物医药,27,医药制造业
000990,诚志股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
000993,闽东电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
000995,皇台酒业,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
000997,新大陆,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
000998,隆平高科,A,农、林、牧、渔业,,,05,农、林、牧、渔专业及辅助性活动
000999,华润三九,C,制造业,CE,石油、化学、生物医药,27,医药制造业
001201,东瑞股份,A,农、林、牧、渔业,,,03,畜牧业
001202,炬申股份,G,交通运输、仓储和邮政业,,,58,多式联运和运输代理业
001203,大中矿业,B,采矿业,,,08,黑色金属矿采选业
001205,盛航股份,G,交通运输、仓储和邮政业,,,55,水上运输业
001206,依依股份,C,制造业,CJ,其他制造业,41,其他制造业
001207,联科科技,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
001208,华菱线缆,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
001209,洪兴股份,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
001210,金房能源,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
001211,双枪科技,C,制造业,CC,木材、家具,20,木材加工和木、竹、藤、棕、草制品业
001212,中旗新材,C,制造业,CF,金属、非金属,30,非金属矿物制品业
001213,中铁特货,G,交通运输、仓储和邮政业,,,53,铁路运输业
001215,千味央厨,C,制造业,CA,食品、饮料、烟草,14,食品制造业
001216,华瓷股份,C,制造业,CF,金属、非金属,30,非金属矿物制品业
001217,华尔泰,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
001218,丽臣实业,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
001219,青岛食品,C,制造业,CA,食品、饮料、烟草,14,食品制造业
001222,源飞宠物,C,制造业,CJ,其他制造业,41,其他制造业
001223,欧克科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
001225,和泰机电,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
001226,拓山重工,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
001227,兰州银行,J,金融业,,,66,货币金融服务
001228,永泰运,L,租赁和商务服务业,,,72,商务服务业
001229,魅视科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
001230,劲旅环境,N,水利、环境和公共设施管理业,,,78,公共设施管理业
001231,农心科技,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
001234,泰慕士,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
001236,弘业期货,J,金融业,,,67,资本市场服务
001238,浙江正特,C,制造业,CC,木材、家具,21,家具制造业
001239,永达股份,C,制造业,CF,金属、非金属,33,金属制品业
001255,博菲电气,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
001256,炜冈科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
001258,立新能源,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
001259,利仁科技,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
001260,坤泰股份,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
001266,宏英智能,C,制造业,CI,仪器、仪表,40,仪器仪表制造业
001267,汇绿生态,E,建筑业,,,48,土木工程建筑业
001268,联合精密,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
001269,欧晶科技,C,制造业,CJ,其他制造业,42,废弃资源综合利用业
001270,*ST铖昌,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
001277,速达股份,C,制造业,CJ,其他制造业,43,金属制品、机械和设备修理业
001278,一彬科技,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
001279,强邦新材,C,制造业,CD,造纸、印刷、文教,23,印刷和记录媒介复制业
001282,三联锻造,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
001283,豪鹏科技,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
001286,陕西能源,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
001287,中电港,F,批发和零售业,,,51,批发业
001288,运机集团,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
001289,龙源电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
001296,长江材料,C,制造业,CF,金属、非金属,30,非金属矿物制品业
001298,好上好,F,批发和零售业,,,51,批发业
001299,美能能源,D,电力、热力、燃气及水生产和供应业,,,45,燃气生产和供应业
001300,三柏硕,C,制造业,CD,造纸、印刷、文教,24,文教、工美、体育和娱乐用品制造业
001301,尚太科技,C,制造业,CF,金属、非金属,30,非金属矿物制品业
001306,夏厦精密,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
001308,康冠科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
001309,德明利,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
001311,多利科技,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
001313,粤海饲料,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
001314,亿道信息,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
001316,润贝航科,F,批发和零售业,,,51,批发业
001317,三羊马,G,交通运输、仓储和邮政业,,,58,多式联运和运输代理业
001318,阳光乳业,C,制造业,CA,食品、饮料、烟草,14,食品制造业
001319,铭科精技,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
001322,箭牌家居,C,制造业,CF,金属、非金属,30,非金属矿物制品业
001323,慕思股份,C,制造业,CC,木材、家具,21,家具制造业
001324,长青科技,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
001326,联域股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
001328,登康口腔,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
001330,博纳影业,R,文化、体育和娱乐业,,,87,广播、电视、电影和录音制作业
001331,胜通能源,D,电力、热力、燃气及水生产和供应业,,,45,燃气生产和供应业
001332,锡装股份,C,制造业,CF,金属、非金属,33,金属制品业
001333,光华股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
001335,信凯科技,F,批发和零售业,,,51,批发业
001336,楚环科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
001337,四川黄金,B,采矿业,,,09,有色金属矿采选业
001338,永顺泰,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
001339,智微智能,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
001356,富岭股份,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
001358,兴欣新材,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
001359,平安电工,C,制造业,CF,金属、非金属,30,非金属矿物制品业
001360,南矿集团,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
001366,播恩集团,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
001367,海森药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
001368,通达创智,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
001373,翔腾新材,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
001376,百通能源,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
001378,德冠新材,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
001379,腾达科技,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
001380,华纬科技,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
001382,新亚电缆,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
001387,雪祺电气,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
001389,广合科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
001390,古麒绒材,C,制造业,CB,纺织、服装、鞋帽,19,皮革、毛皮、羽毛及其制品和制鞋业
001391,国货航,G,交通运输、仓储和邮政业,,,56,航空运输业
001395,亚联机械,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
001400,江顺科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
001696,宗申动力,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
001872,招商港口,G,交通运输、仓储和邮政业,,,55,水上运输业
001896,豫能控股,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
001914,招商积余,K,房地产业,,,70,房地产业
001965,招商公路,G,交通运输、仓储和邮政业,,,54,道路运输业
001979,招商蛇口,K,房地产业,,,70,房地产业
002001,新和成,C,制造业,CE,石油、化学、生物医药,27,医药制造业
002003,伟星股份,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
002004,华邦健康,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
002005,ST德豪,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
002006,精工科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
002007,华兰生物,C,制造业,CE,石油、化学、生物医药,27,医药制造业
002008,大族激光,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
